date,fear_greed_index,z_score_grade,category
2008-09-28,-20.0,5.5,공포
2008-09-29,-38.88888888888889,4.083333333333333,공포
2008-09-30,-54.54545454545454,2.9090909090909096,공포
2008-10-01,-75.0,1.5625,극도의 공포
2008-10-02,-55.55555555555556,2.833333333333333,공포
2008-10-03,-55.55555555555556,2.833333333333333,공포
2008-10-04,-86.20689655172413,0.862068965517242,극도의 공포
2008-10-05,-24.324324324324326,5.175675675675675,공포
2008-10-06,-65.51724137931035,2.155172413793103,극도의 공포
2008-10-07,-55.55555555555556,2.833333333333333,공포
2008-10-08,-92.85714285714286,0.4464285714285712,극도의 공포
2008-10-09,-45.94594594594595,3.5540540540540535,공포
2008-10-10,-91.66666666666666,0.5208333333333339,극도의 공포
2008-10-11,-78.94736842105263,1.3157894736842106,극도의 공포
2008-10-12,-45.83333333333333,3.5625,공포
2008-10-13,-35.294117647058826,4.352941176470588,공포
2008-10-14,-23.52941176470588,5.235294117647058,공포
2008-10-15,-68.75,1.953125,극도의 공포
2008-10-16,-86.04651162790698,0.8720930232558137,극도의 공포
2008-10-17,-79.48717948717949,1.282051282051282,극도의 공포
2008-10-18,-63.63636363636363,2.272727272727273,극도의 공포
2008-10-19,16.666666666666664,6.875,중립
2008-10-20,-68.75,1.953125,극도의 공포
2008-10-21,-33.33333333333333,4.5,공포
2008-10-22,-67.3469387755102,2.0408163265306127,극도의 공포
2008-10-23,-44.18604651162791,3.686046511627907,공포
2008-10-24,-42.857142857142854,3.7857142857142856,공포
2008-10-25,-66.66666666666666,2.083333333333334,극도의 공포
2008-10-26,-47.61904761904761,3.428571428571429,공포
2008-10-27,-68.42105263157895,1.973684210526316,극도의 공포
2008-10-28,-54.166666666666664,2.9375,공포
2008-10-29,-40.909090909090914,3.9318181818181817,공포
2008-10-30,7.142857142857142,6.517857142857142,중립
2008-10-31,-79.48717948717949,1.282051282051282,극도의 공포
2008-11-01,-38.46153846153847,4.115384615384615,공포
2008-11-02,-35.0,4.375,공포
2008-11-03,-30.0,4.75,공포
2008-11-04,-28.57142857142857,4.857142857142858,공포
2008-11-05,-47.368421052631575,3.447368421052632,공포
2008-11-06,-55.55555555555556,2.833333333333333,공포
2008-11-07,-64.28571428571429,2.2321428571428568,극도의 공포
2008-11-08,-92.3076923076923,0.48076923076923084,극도의 공포
2008-11-09,-37.254901960784316,4.205882352941176,공포
2008-11-10,-59.09090909090909,2.568181818181818,공포
2008-11-11,-69.23076923076923,1.9230769230769234,극도의 공포
2008-11-12,-71.42857142857143,1.7857142857142856,극도의 공포
2008-11-13,-58.620689655172406,2.6034482758620694,공포
2008-11-14,-66.66666666666666,2.083333333333334,극도의 공포
2008-11-15,-47.368421052631575,3.447368421052632,공포
2008-11-16,-35.0,4.375,공포
2008-11-17,-60.0,2.5,극도의 공포
2008-11-18,-38.095238095238095,4.142857142857142,공포
2008-11-19,-75.0,1.5625,극도의 공포
2008-11-20,-66.66666666666666,2.083333333333334,극도의 공포
2008-11-21,-75.0,1.5625,극도의 공포
2008-11-22,-85.71428571428571,0.8928571428571432,극도의 공포
2008-11-23,-43.28358208955223,3.753731343283582,공포
2008-11-24,-73.68421052631578,1.6447368421052637,극도의 공포
2008-11-25,-75.0,1.5625,극도의 공포
2008-11-26,-27.27272727272727,4.954545454545455,공포
2008-11-27,-70.83333333333334,1.822916666666666,극도의 공포
2008-11-28,-50.0,3.25,공포
2008-11-29,-36.84210526315789,4.236842105263158,공포
2008-11-30,-35.13513513513514,4.364864864864865,공포
2008-12-01,-75.0,1.5625,극도의 공포
2008-12-02,-70.83333333333334,1.822916666666666,극도의 공포
2008-12-03,-76.81159420289855,1.4492753623188408,극도의 공포
2008-12-04,-40.54054054054054,3.9594594594594597,공포
2008-12-05,-81.81818181818183,1.1363636363636358,극도의 공포
2008-12-06,-70.58823529411765,1.8382352941176467,극도의 공포
2008-12-07,-46.15384615384615,3.5384615384615383,공포
2008-12-08,-48.717948717948715,3.3461538461538463,공포
2008-12-09,-57.692307692307686,2.6730769230769234,공포
2008-12-10,-55.10204081632652,2.867346938775511,공포
2008-12-11,-43.75,3.71875,공포
2008-12-12,-44.0,3.7,공포
2008-12-13,-68.75,1.953125,극도의 공포
2008-12-14,-31.57894736842105,4.631578947368421,공포
2008-12-15,-31.428571428571427,4.642857142857142,공포
2008-12-16,-61.904761904761905,2.380952380952381,극도의 공포
2008-12-17,-43.47826086956522,3.7391304347826084,공포
2008-12-18,-35.294117647058826,4.352941176470588,공포
2008-12-19,-24.137931034482758,5.189655172413793,공포
2008-12-20,12.0,6.7,중립
2008-12-21,-54.166666666666664,2.9375,공포
2008-12-22,-5.0,6.0625,중립
2008-12-23,-46.875,3.484375,공포
2008-12-24,-57.14285714285714,2.7142857142857144,공포
2008-12-25,-48.837209302325576,3.337209302325582,공포
2008-12-26,-41.81818181818181,3.863636363636364,공포
2008-12-27,-41.935483870967744,3.854838709677419,공포
2008-12-28,-58.97435897435898,2.5769230769230766,공포
2008-12-29,-20.930232558139537,5.430232558139535,공포
2008-12-30,-95.91836734693877,0.25510204081632715,극도의 공포
2008-12-31,-37.142857142857146,4.2142857142857135,공포
2009-01-01,-38.46153846153847,4.115384615384615,공포
2009-01-02,-65.95744680851064,2.127659574468085,극도의 공포
2009-01-03,-72.72727272727273,1.7045454545454541,극도의 공포
2009-01-04,37.93103448275862,8.344827586206897,탐욕
2009-01-05,-33.33333333333333,4.5,공포
2009-01-06,-31.70731707317073,4.621951219512195,공포
2009-01-07,-48.717948717948715,3.3461538461538463,공포
2009-01-08,-79.48717948717949,1.282051282051282,극도의 공포
2009-01-09,-87.87878787878788,0.7575757575757578,극도의 공포
2009-01-10,-77.27272727272727,1.4204545454545459,극도의 공포
2009-01-11,-28.888888888888886,4.833333333333334,공포
2009-01-12,-46.666666666666664,3.5,공포
2009-01-13,-36.36363636363637,4.2727272727272725,공포
2009-01-14,-57.14285714285714,2.7142857142857144,공포
2009-01-15,-62.264150943396224,2.358490566037736,극도의 공포
2009-01-16,-87.5,0.78125,극도의 공포
2009-01-17,-57.89473684210527,2.657894736842105,공포
2009-01-18,-25.71428571428571,5.071428571428571,공포
2009-01-19,-45.0,3.625,공포
2009-01-20,-70.2127659574468,1.8617021276595747,극도의 공포
2009-01-21,-42.857142857142854,3.7857142857142856,공포
2009-01-22,-66.15384615384615,2.115384615384616,극도의 공포
2009-01-23,-52.112676056338024,3.091549295774648,공포
2009-01-24,-50.0,3.25,공포
2009-01-25,-52.38095238095239,3.071428571428571,공포
2009-01-26,-50.0,3.25,공포
2009-01-27,-42.10526315789473,3.8421052631578947,공포
2009-01-28,-33.33333333333333,4.5,공포
2009-01-29,-52.94117647058824,3.0294117647058822,공포
2009-01-30,-27.586206896551722,4.931034482758621,공포
2009-01-31,-45.45454545454545,3.590909090909091,공포
2009-02-01,-9.523809523809524,5.892857142857143,중립
2009-02-02,-43.24324324324324,3.756756756756757,공포
2009-02-03,-41.17647058823529,3.9117647058823533,공포
2009-02-04,-34.69387755102041,4.3979591836734695,공포
2009-02-05,0.0,6.25,중립
2009-02-06,2.2222222222222223,6.333333333333333,중립
2009-02-07,-2.857142857142857,6.142857142857142,중립
2009-02-08,-38.18181818181819,4.136363636363636,공포
2009-02-09,-26.08695652173913,5.043478260869565,공포
2009-02-10,-33.33333333333333,4.5,공포
2009-02-11,-55.55555555555556,2.833333333333333,공포
2009-02-12,-62.96296296296296,2.314814814814815,극도의 공포
2009-02-13,-46.34146341463415,3.524390243902439,공포
2009-02-14,-42.857142857142854,3.7857142857142856,공포
2009-02-15,0.0,6.25,중립
2009-02-16,-6.25,6.015625,중립
2009-02-17,-21.428571428571427,5.392857142857142,공포
2009-02-18,-48.717948717948715,3.3461538461538463,공포
2009-02-19,-44.827586206896555,3.637931034482758,공포
2009-02-20,-71.42857142857143,1.7857142857142856,극도의 공포
2009-02-21,-50.0,3.25,공포
2009-02-22,-36.0,4.3,공포
2009-02-23,-39.53488372093023,4.034883720930233,공포
2009-02-24,-53.48837209302325,2.9883720930232562,공포
2009-02-25,-48.0,3.4,공포
2009-02-26,-45.09803921568628,3.617647058823529,공포
2009-02-27,-67.56756756756756,2.027027027027027,극도의 공포
2009-02-28,-27.27272727272727,4.954545454545455,공포
2009-03-01,-33.33333333333333,4.5,공포
2009-03-02,-41.17647058823529,3.9117647058823533,공포
2009-03-03,-50.0,3.25,공포
2009-03-04,-50.877192982456144,3.1842105263157894,공포
2009-03-05,-55.55555555555556,2.833333333333333,공포
2009-03-06,-57.446808510638306,2.691489361702127,공포
2009-03-07,-17.647058823529413,5.588235294117647,중립
2009-03-08,-38.46153846153847,4.115384615384615,공포
2009-03-09,-46.34146341463415,3.524390243902439,공포
2009-03-10,-42.857142857142854,3.7857142857142856,공포
2009-03-11,-2.127659574468085,6.170212765957447,중립
2009-03-12,-65.0,2.1875,극도의 공포
2009-03-13,-60.0,2.5,극도의 공포
2009-03-14,-14.285714285714285,5.714285714285714,중립
2009-03-15,0.0,6.25,중립
2009-03-16,-53.84615384615385,2.9615384615384617,공포
2009-03-17,-12.5,5.78125,중립
2009-03-18,3.0303030303030303,6.363636363636363,중립
2009-03-19,-6.25,6.015625,중립
2009-03-20,-63.63636363636363,2.272727272727273,극도의 공포
2009-03-21,-72.41379310344827,1.724137931034483,극도의 공포
2009-03-22,8.333333333333332,6.5625,중립
2009-03-23,-25.925925925925924,5.055555555555555,공포
2009-03-24,-44.827586206896555,3.637931034482758,공포
2009-03-25,-5.88235294117647,6.029411764705882,중립
2009-03-26,-22.58064516129032,5.306451612903226,공포
2009-03-27,-81.25,1.171875,극도의 공포
2009-03-28,-37.5,4.1875,공포
2009-03-29,-2.564102564102564,6.153846153846154,중립
2009-03-30,-14.285714285714285,5.714285714285714,중립
2009-03-31,-55.55555555555556,2.833333333333333,공포
2009-04-01,-51.515151515151516,3.1363636363636362,공포
2009-04-02,-16.666666666666664,5.625,중립
2009-04-03,-29.72972972972973,4.77027027027027,공포
2009-04-04,-26.31578947368421,5.026315789473685,공포
2009-04-05,-22.58064516129032,5.306451612903226,공포
2009-04-06,-58.82352941176471,2.5882352941176467,공포
2009-04-07,-40.54054054054054,3.9594594594594597,공포
2009-04-08,-57.14285714285714,2.7142857142857144,공포
2009-04-09,-31.57894736842105,4.631578947368421,공포
2009-04-10,-42.857142857142854,3.7857142857142856,공포
2009-04-11,-60.0,2.5,극도의 공포
2009-04-12,-50.0,3.25,공포
2009-04-13,-28.205128205128204,4.884615384615385,공포
2009-04-14,-47.61904761904761,3.428571428571429,공포
2009-04-15,-14.285714285714285,5.714285714285714,중립
2009-04-16,-31.818181818181817,4.613636363636363,공포
2009-04-17,-29.72972972972973,4.77027027027027,공포
2009-04-18,-20.0,5.5,공포
2009-04-19,-46.34146341463415,3.524390243902439,공포
2009-04-20,-27.77777777777778,4.916666666666666,공포
2009-04-21,-36.84210526315789,4.236842105263158,공포
2009-04-22,-25.581395348837212,5.081395348837209,공포
2009-04-23,-38.095238095238095,4.142857142857142,공포
2009-04-24,-60.0,2.5,극도의 공포
2009-04-25,-14.285714285714285,5.714285714285714,중립
2009-04-26,39.53488372093023,8.465116279069768,탐욕
2009-04-27,-5.263157894736842,6.052631578947368,중립
2009-04-28,-37.142857142857146,4.2142857142857135,공포
2009-04-29,-17.94871794871795,5.576923076923077,중립
2009-04-30,-51.11111111111111,3.166666666666667,공포
2009-05-01,-31.57894736842105,4.631578947368421,공포
2009-05-02,-18.181818181818183,5.568181818181818,중립
2009-05-03,-26.31578947368421,5.026315789473685,공포
2009-05-04,21.951219512195124,7.146341463414634,탐욕
2009-05-05,-30.0,4.75,공포
2009-05-06,-41.46341463414634,3.8902439024390247,공포
2009-05-07,-40.0,4.0,공포
2009-05-08,-63.1578947368421,2.3026315789473686,극도의 공포
2009-05-09,-33.33333333333333,4.5,공포
2009-05-10,33.33333333333333,8.0,탐욕
2009-05-11,-12.0,5.8,중립
2009-05-12,-41.17647058823529,3.9117647058823533,공포
2009-05-13,-43.75,3.71875,공포
2009-05-14,-57.89473684210527,2.657894736842105,공포
2009-05-15,-37.5,4.1875,공포
2009-05-16,-71.42857142857143,1.7857142857142856,극도의 공포
2009-05-17,2.7027027027027026,6.351351351351351,중립
2009-05-18,-11.11111111111111,5.833333333333333,중립
2009-05-19,-11.11111111111111,5.833333333333333,중립
2009-05-20,-38.46153846153847,4.115384615384615,공포
2009-05-21,-27.27272727272727,4.954545454545455,공포
2009-05-22,-52.0,3.1,공포
2009-05-23,-83.33333333333334,1.041666666666666,극도의 공포
2009-05-24,-4.761904761904762,6.071428571428571,중립
2009-05-25,21.21212121212121,7.090909090909091,탐욕
2009-05-26,22.22222222222222,7.166666666666667,탐욕
2009-05-27,-70.73170731707317,1.8292682926829267,극도의 공포
2009-05-28,-56.52173913043478,2.7608695652173916,공포
2009-05-29,-55.55555555555556,2.833333333333333,공포
2009-05-30,-20.0,5.5,공포
2009-05-31,5.0,6.4375,중립
2009-06-01,-55.55555555555556,2.833333333333333,공포
2009-06-02,-71.42857142857143,1.7857142857142856,극도의 공포
2009-06-03,-44.44444444444444,3.666666666666667,공포
2009-06-04,-16.666666666666664,5.625,중립
2009-06-05,-20.0,5.5,공포
2009-06-06,-10.344827586206897,5.862068965517241,중립
2009-06-07,40.74074074074074,8.555555555555555,탐욕
2009-06-08,-4.0,6.1,중립
2009-06-09,-6.666666666666667,6.0,중립
2009-06-10,-15.789473684210526,5.657894736842105,중립
2009-06-11,-20.0,5.5,공포
2009-06-12,-60.78431372549019,2.450980392156863,극도의 공포
2009-06-13,-18.51851851851852,5.555555555555555,중립
2009-06-14,47.82608695652174,9.08695652173913,탐욕
2009-06-15,-22.22222222222222,5.333333333333334,공포
2009-06-16,-28.57142857142857,4.857142857142858,공포
2009-06-17,-37.5,4.1875,공포
2009-06-18,4.0,6.4,중립
2009-06-19,-53.333333333333336,3.0,공포
2009-06-20,-46.666666666666664,3.5,공포
2009-06-21,31.57894736842105,7.868421052631579,탐욕
2009-06-22,11.11111111111111,6.666666666666666,중립
2009-06-23,-53.84615384615385,2.9615384615384617,공포
2009-06-24,-52.0,3.1,공포
2009-06-25,20.0,7.0,탐욕
2009-06-26,-68.42105263157895,1.973684210526316,극도의 공포
2009-06-27,-24.137931034482758,5.189655172413793,공포
2009-06-28,-34.61538461538461,4.403846153846154,공포
2009-06-29,-3.0303030303030303,6.136363636363637,중립
2009-06-30,-33.33333333333333,4.5,공포
2009-07-01,-47.61904761904761,3.428571428571429,공포
2009-07-02,-62.5,2.34375,극도의 공포
2009-07-03,-18.181818181818183,5.568181818181818,중립
2009-07-04,-4.0,6.1,중립
2009-07-05,0.0,6.25,중립
2009-07-06,6.666666666666667,6.5,중립
2009-07-07,16.666666666666664,6.875,중립
2009-07-08,-40.0,4.0,공포
2009-07-09,-44.44444444444444,3.666666666666667,공포
2009-07-10,-48.57142857142857,3.357142857142857,공포
2009-07-11,-85.18518518518519,0.9259259259259256,극도의 공포
2009-07-12,8.571428571428571,6.571428571428571,중립
2009-07-13,15.0,6.8125,중립
2009-07-14,5.263157894736842,6.447368421052632,중립
2009-07-15,-15.555555555555555,5.666666666666667,중립
2009-07-16,-14.285714285714285,5.714285714285714,중립
2009-07-17,-52.0,3.1,공포
2009-07-18,-3.225806451612903,6.129032258064516,중립
2009-07-19,-11.76470588235294,5.8088235294117645,중립
2009-07-20,-31.57894736842105,4.631578947368421,공포
2009-07-21,-30.909090909090907,4.681818181818182,공포
2009-07-22,-2.2222222222222223,6.166666666666667,중립
2009-07-23,12.0,6.7,중립
2009-07-24,12.195121951219512,6.7073170731707314,중립
2009-07-25,-47.82608695652174,3.413043478260869,공포
2009-07-26,-19.148936170212767,5.531914893617021,중립
2009-07-27,-8.571428571428571,5.928571428571429,중립
2009-07-28,-56.25,2.78125,공포
2009-07-29,-18.181818181818183,5.568181818181818,중립
2009-07-30,-21.052631578947366,5.421052631578947,공포
2009-07-31,-27.27272727272727,4.954545454545455,공포
2009-08-01,7.142857142857142,6.517857142857142,중립
2009-08-02,-31.25,4.65625,공포
2009-08-03,-17.391304347826086,5.5978260869565215,중립
2009-08-04,-58.139534883720934,2.63953488372093,공포
2009-08-05,-46.666666666666664,3.5,공포
2009-08-06,-36.58536585365854,4.2560975609756095,공포
2009-08-07,-34.78260869565217,4.391304347826087,공포
2009-08-08,9.67741935483871,6.612903225806452,중립
2009-08-09,28.57142857142857,7.642857142857142,탐욕
2009-08-10,-17.073170731707318,5.609756097560975,중립
2009-08-11,-21.052631578947366,5.421052631578947,공포
2009-08-12,-15.0,5.6875,중립
2009-08-13,-23.52941176470588,5.235294117647058,공포
2009-08-14,-26.31578947368421,5.026315789473685,공포
2009-08-15,-37.93103448275862,4.155172413793103,공포
2009-08-16,-35.714285714285715,4.321428571428571,공포
2009-08-17,-14.285714285714285,5.714285714285714,중립
2009-08-18,-31.57894736842105,4.631578947368421,공포
2009-08-19,-51.515151515151516,3.1363636363636362,공포
2009-08-20,-9.67741935483871,5.887096774193548,중립
2009-08-21,-56.52173913043478,2.7608695652173916,공포
2009-08-22,-5.88235294117647,6.029411764705882,중립
2009-08-23,12.195121951219512,6.7073170731707314,중립
2009-08-24,11.11111111111111,6.666666666666666,중립
2009-08-25,28.000000000000004,7.6000000000000005,탐욕
2009-08-26,33.33333333333333,8.0,탐욕
2009-08-27,7.142857142857142,6.517857142857142,중립
2009-08-28,-5.454545454545454,6.045454545454546,중립
2009-08-29,-4.0,6.1,중립
2009-08-30,21.428571428571427,7.107142857142857,탐욕
2009-08-31,-24.324324324324326,5.175675675675675,공포
2009-09-01,-30.23255813953488,4.732558139534884,공포
2009-09-02,12.82051282051282,6.730769230769231,중립
2009-09-03,-44.827586206896555,3.637931034482758,공포
2009-09-04,-55.55555555555556,2.833333333333333,공포
2009-09-05,-52.17391304347826,3.086956521739131,공포
2009-09-06,23.52941176470588,7.264705882352941,탐욕
2009-09-07,10.0,6.625,중립
2009-09-08,-13.333333333333334,5.75,중립
2009-09-09,-72.72727272727273,1.7045454545454541,극도의 공포
2009-09-10,-33.33333333333333,4.5,공포
2009-09-11,-63.63636363636363,2.272727272727273,극도의 공포
2009-09-12,-62.5,2.34375,극도의 공포
2009-09-13,7.142857142857142,6.517857142857142,중립
2009-09-14,-9.67741935483871,5.887096774193548,중립
2009-09-15,-41.17647058823529,3.9117647058823533,공포
2009-09-16,24.137931034482758,7.310344827586206,탐욕
2009-09-17,20.0,7.0,탐욕
2009-09-18,11.11111111111111,6.666666666666666,중립
2009-09-19,-17.647058823529413,5.588235294117647,중립
2009-09-20,26.31578947368421,7.473684210526316,탐욕
2009-09-21,5.88235294117647,6.470588235294118,중립
2009-09-22,29.72972972972973,7.72972972972973,탐욕
2009-09-23,7.6923076923076925,6.538461538461538,중립
2009-09-24,50.0,9.25,탐욕
2009-09-25,-55.55555555555556,2.833333333333333,공포
2009-09-26,0.0,6.25,중립
2009-09-27,-7.142857142857142,5.982142857142857,중립
2009-09-28,-3.7037037037037033,6.111111111111111,중립
2009-09-29,-15.789473684210526,5.657894736842105,중립
2009-09-30,-37.142857142857146,4.2142857142857135,공포
2009-10-01,-29.411764705882355,4.794117647058823,공포
2009-10-02,-77.14285714285715,1.428571428571428,극도의 공포
2009-10-03,-36.84210526315789,4.236842105263158,공포
2009-10-04,-4.3478260869565215,6.086956521739131,중립
2009-10-05,-10.344827586206897,5.862068965517241,중립
2009-10-06,13.043478260869565,6.739130434782608,중립
2009-10-07,12.5,6.71875,중립
2009-10-08,-5.263157894736842,6.052631578947368,중립
2009-10-09,-33.33333333333333,4.5,공포
2009-10-10,11.11111111111111,6.666666666666666,중립
2009-10-11,2.857142857142857,6.357142857142857,중립
2009-10-12,7.6923076923076925,6.538461538461538,중립
2009-10-13,28.000000000000004,7.6000000000000005,탐욕
2009-10-14,-27.86885245901639,4.909836065573771,공포
2009-10-15,-21.428571428571427,5.392857142857142,공포
2009-10-16,-34.69387755102041,4.3979591836734695,공포
2009-10-17,-53.84615384615385,2.9615384615384617,공포
2009-10-18,7.6923076923076925,6.538461538461538,중립
2009-10-19,-11.11111111111111,5.833333333333333,중립
2009-10-20,11.11111111111111,6.666666666666666,중립
2009-10-21,-6.666666666666667,6.0,중립
2009-10-22,-23.52941176470588,5.235294117647058,공포
2009-10-23,11.11111111111111,6.666666666666666,중립
2009-10-24,-20.0,5.5,공포
2009-10-25,15.0,6.8125,중립
2009-10-26,9.090909090909092,6.590909090909091,중립
2009-10-27,14.285714285714285,6.785714285714286,중립
2009-10-28,57.57575757575758,9.818181818181818,탐욕
2009-10-29,-23.076923076923077,5.269230769230768,공포
2009-10-30,2.3255813953488373,6.337209302325581,중립
2009-10-31,-40.74074074074074,3.9444444444444446,공포
2009-11-01,-8.333333333333332,5.9375,중립
2009-11-02,2.7027027027027026,6.351351351351351,중립
2009-11-03,-17.647058823529413,5.588235294117647,중립
2009-11-04,-7.317073170731707,5.975609756097561,중립
2009-11-05,-21.73913043478261,5.369565217391305,공포
2009-11-06,-59.183673469387756,2.561224489795918,공포
2009-11-07,10.0,6.625,중립
2009-11-08,33.33333333333333,8.0,탐욕
2009-11-09,-12.5,5.78125,중립
2009-11-10,-42.857142857142854,3.7857142857142856,공포
2009-11-11,-4.761904761904762,6.071428571428571,중립
